ID,Category,Intent,User Type,Programme Group,Programme Detail,Main Question,Alternate Questions,Real Student Variants,Answer,Dynamic/ Static,Source Link,Escalation Contact,Last Updated,Status
306,General,official_notifications_source,All Users,ALL,ALL,Where are official MANUU notifications published?,official notifications; latest circulars; university notices; manuu announcements,,Official notifications are published on the MANUU website and authorised communication channels.,Dynamic,Official Website,info@manuu.edu.in,22-05-2026,Active
303,General,official_social_media,All Users,ALL,ALL,Does MANUU have official social media pages?,manuu facebook; official social media; manuu instagram; university youtube,,Students should follow only official MANUU social media handles and website notifications.,Dynamic,Official Website,info@manuu.edu.in,22-05-2026,Active
4,General,official_website,All Users,ALL,ALL,What is the official website of MANUU?,manuu website; official portal; university website; manuu official site; website kidhar hai; portal link kya hai; university website ka link,,The official websites of MANUU are: https://manuu.edu.in and https://manuu.ac.in,Static,Official Website,info@manuu.edu.in,22-05-2026,Active
312,General,student_email_facility,Current Student,ALL,ALL,Will students receive official email IDs from the University?,student email id; official university mail; student mail account; institutional email,,Availability of official student email facilities depends on University policy.,Dynamic,Student Services,info@manuu.edu.in,22-05-2026,Active
308,General,student_grievance_support,Current Student,ALL,ALL,How can I submit a student grievance or complaint?,grievance submission; complaint portal; student complaint; issue reporting,,Students may submit grievances through official grievance mechanisms provided by the University.,Dynamic,Student Support Services,ssu.dde@manuu.edu.in,22-05-2026,Active
36,General,student_id_card_download,Current Student,,,Will I receive a separate ID card after admission?,student id card; identity card; download id card; id card download; student card kidhar milega; identity card kaise nikale; id card nahi dikh raha,,"Yes, students can download their ID card from their student dashboard.",Dynamic,Student Dashboard,ssu.dde@manuu.edu.in,22-05-2026,Active
319,General,student_support_services,Current Student,ALL,ALL,What student support services are available in CDOE?,student support services; learner help; academic support; student assistance,,"CDOE provides academic, administrative, and learner support services through various departments and centres.",Static,Student Support Services,ssu.dde@manuu.edu.in,22-05-2026,Active
8,General,study_and_exam_centres,All Users,ALL,ALL,Does the University have Learner Support Centres and Examination Centres?,study centres; exam centres; learner support centres; study centre kidhar hai; exam centre kahan rahega; lsc details; learner support centre info,,"Yes, the University has Learner Support Centres (LSCs), Programme Centres, and Examination Centres.",Static,LSC Information,ssu.dde@manuu.edu.in,22-05-2026,Active
317,General,study_from_home_facility,Prospective Student,ALL,ALL,Can I complete the programme entirely from home?,ghar se degree; home study possible; distance learning from home; online study complete,,"ODL programmes are designed to support flexible learning, though some activities may require physical presence.",Static,Programme Overview,info@manuu.edu.in,22-05-2026,Active
302,General,university_contact_details,All Users,ALL,ALL,How can I contact MANUU CDOE office?,cdoe contact number; university helpline; office contact details; manuu enquiry number,,Official contact details are available on the MANUU website and Prospectus.,Dynamic,Official Website,info@manuu.edu.in,22-05-2026,Active
320,General,university_recognition_validity,All Users,ALL,ALL,Is MANUU recognised by UGC?,manuu ugc approved; university recognition; ugc status; manuu recognised university,,MANUU is a Central University recognised by the University Grants Commission (UGC).,Static,University Recognition,info@manuu.edu.in,22-05-2026,Active
316,General,weekend_support_classes,Current Student,ALL,ALL,Are weekend counselling or support classes conducted?,weekend classes; sunday counselling; saturday sessions; support classes weekend,,Support classes and counselling sessions are conducted according to academic schedules.,Dynamic,Academic Notifications,info@manuu.edu.in,22-05-2026,Active
222,MBA,mba_assignment_language,Current Student,MBA,ALL,In which language should MBA assignments be written?,mba assignment language; mba assignments english me; urdu assignment mba; mba writing medium,,MBA assignments should be written in the approved medium of instruction for the programme.,Static,MBA Programme Guidelines,mba@manuu.edu.in,22-05-2026,Active
205,MBA,mba_assignment_requirement,Current Student,MBA,ALL,Are assignments compulsory in MBA?,mba assignments compulsory; mba internal assignments; mba assignment submit; mba assignment zaroori,,"Yes, assignments are compulsory as part of the MBA evaluation process.",Static,MBA Academic Rules,mba@manuu.edu.in,22-05-2026,Active
221,MBA,mba_attendance_requirement,Current Student,MBA,ALL,Is attendance compulsory for MBA students?,mba attendance compulsory; mba classes mandatory; attendance required mba; mba attendance rules,,Attendance requirements for MBA students are governed by programme regulations and academic guidelines.,Static,MBA Academic Rules,mba@manuu.edu.in,22-05-2026,Active
229,MBA,mba_backlog_rules,Current Student,MBA,ALL,Can MBA students appear for backlog examinations?,mba backlog exam; failed mba paper; supplementary mba; arrear papers mba,,"Yes, MBA students may appear for backlog examinations as per University rules.",Dynamic,MBA Examination Rules,mba@manuu.edu.in,22-05-2026,Active
211,MBA,mba_case_study_questions,Current Student,MBA,ALL,Are case studies included in MBA examinations?,mba case studies; management case study exam; mba practical questions; case analysis in mba,,"Case studies may form part of MBA assignments, examinations, and project evaluations.",Static,MBA Curriculum,mba@manuu.edu.in,22-05-2026,Active
213,MBA,mba_contact_classes,Current Student,MBA,ALL,Are contact classes conducted for MBA students?,mba contact classes; mba counselling sessions; mba classes kab; mba offline sessions,,Contact classes or counselling sessions may be conducted as per the academic schedule.,Dynamic,MBA Academic Calendar,mba@manuu.edu.in,22-05-2026,Active
231,MBA,mba_contact_programme_schedule,Current Student,MBA,ALL,How can I know the schedule of MBA contact classes?,mba contact class dates; counselling schedule mba; mba classes timetable; mba sessions kab,,MBA contact programme schedules are notified through official academic notifications.,Dynamic,MBA Academic Calendar,mba@manuu.edu.in,22-05-2026,Active
240,MBA,mba_degree_dispatch,Current Student,MBA,ALL,How will MBA degree certificates be issued after completion?,mba degree certificate; original mba degree; convocation mba; degree dispatch,,MBA degree certificates are issued according to University certification and convocation procedures.,Dynamic,Convocation Notifications,exams@manuu.edu.in,22-05-2026,Active
217,MBA,mba_degree_validity,Prospective Student,MBA,ALL,Is the MBA degree from MANUU valid for jobs and higher studies?,mba degree valid; manuu mba approved; mba ugc approved; mba valid for jobs,,"Yes, the MBA programme offered by MANUU is recognised as per applicable UGC-DEB regulations.",Static,MBA Prospectus,mba@manuu.edu.in,22-05-2026,Active
212,MBA,mba_dual_specialization,Prospective Student,MBA,ALL,Is dual specialization available in MBA?,dual specialization mba; two specialization mba; mba double specialization; dual major mba,,Dual specialization availability depends on programme regulations mentioned in the Prospectus.,Static,MBA Prospectus,mba@manuu.edu.in,22-05-2026,Active
202,MBA,mba_duration,Prospective Student,MBA,ALL,What is the duration of the MBA programme?,mba duration kya; mba kitne saal ka; mba complete kitne years; mba course duration,,The duration of the MBA programme is mentioned in the current Prospectus.,Static,MBA Prospectus,mba@manuu.edu.in,22-05-2026,Active
203,MBA,mba_eligibility,Prospective Student,MBA,ALL,What is the eligibility criteria for MBA admission?,mba eligibility kya; mba admission qualification; mba ke liye graduation compulsory; mba admission criteria; mba ki eligibility kya hai; mba ki eligibility kya hy;,mba karne ke liye qualification kya hona; mba eligibility kya hai; mba admission ke liye kya chahiye; mba me admission kaise milta; mba ka criteria kya hai; mba admission requirement kya hai; mba mein admission lene ke requirements kya hai,"(i)        Citizenship & Residency: The applicant must be a citizen and resident of India.
(ii)        Language Requirement: Must have studied Urdu as a subject/language or as the medium of instruction at the 10th, 12th, or graduation level. Alternatively, candidates who have completed equivalent madrasa education recognised by MANUU are also eligible.
(iii)        Academic Qualification:  A bachelor's degree (minimum three years) in any discipline from a recognised university with at least 50% aggregate marks.
",Static,MBA Prospectus,mba@manuu.edu.in,22-05-2026,Active
233,MBA,mba_exam_medium,Current Student,MBA,ALL,Can MBA examinations be written in English?,mba exams english me; mba answer language; urdu medium mba exams; english answers allowed,,MBA examination medium is governed by programme regulations and approved medium of instruction.,Static,MBA Regulations,mba@manuu.edu.in,22-05-2026,Active
210,MBA,mba_exam_pattern,Current Student,MBA,ALL,What is the examination pattern for MBA?,mba exam pattern; semester exams mba; mba evaluation system; mba paper structure,,The MBA examination pattern is described in the programme regulations and Prospectus.,Static,MBA Prospectus,mba@manuu.edu.in,22-05-2026,Active
239,MBA,mba_examination_mode,Current Student,MBA,ALL,Are MBA examinations conducted online or offline?,mba exams online; offline exams mba; remote exams; physical examination mba,,Examination mode is decided and notified by the University for each session.,Dynamic,Examination Notifications,exams@manuu.edu.in,22-05-2026,Active
228,MBA,mba_failed_project,Current Student,MBA,ALL,What happens if I fail in the MBA project work?,mba project fail; dissertation failed; project resubmission mba; failed viva project,,Project resubmission or reevaluation rules are governed by programme regulations.,Dynamic,MBA Project Rules,mba@manuu.edu.in,22-05-2026,Active
216,MBA,mba_fee_payment,Current Student,MBA,ALL,Can MBA fees be paid semester-wise?,mba semester fee; mba yearly fee; mba fees installment; mba fee structure,,MBA fee payment structure is specified in the Prospectus and fee notifications.,Dynamic,MBA Fee Structure,accounts@manuu.edu.in,22-05-2026,Active
220,MBA,mba_internal_marks,Current Student,MBA,ALL,How are internal marks calculated in MBA?,mba internal marks; mba assignments marks; internal evaluation mba; mba assessment system,,"Internal marks are calculated as per assignment, project, and evaluation guidelines of the programme.",Static,MBA Evaluation Scheme,mba@manuu.edu.in,22-05-2026,Active
204,MBA,mba_medium_instruction,Prospective Student,MBA,ALL,What is the medium of instruction for MBA?,mba medium kya; mba english me; mba urdu medium; mba classes language,,The medium of instruction for MBA is specified in the Prospectus.,Static,MBA Prospectus,mba@manuu.edu.in,22-05-2026,Active
225,MBA,mba_online_classes,Current Student,MBA,ALL,Are online classes conducted for MBA students?,mba online classes; virtual classes mba; mba zoom classes; online counselling sessions,,Online counselling sessions or academic support classes may be conducted as notified by the University.,Dynamic,MBA Academic Notifications,mba@manuu.edu.in,22-05-2026,Active
214,MBA,mba_passing_marks,Current Student,MBA,ALL,What are the minimum passing marks in MBA?,mba pass marks; mba qualifying marks; mba passing percentage; mba minimum marks,,Minimum passing marks are prescribed in the MBA programme regulations.,Static,MBA Examination Rules,mba@manuu.edu.in,22-05-2026,Active
218,MBA,mba_phd_eligibility,Prospective Student,MBA,ALL,Can I pursue PhD after completing MBA from MANUU?,mba after phd; phd eligibility after mba; manuu mba phd valid; higher studies after mba,,Eligibility for PhD depends on the rules of the admitting university and applicable regulations.,Static,Higher Education Eligibility,mba@manuu.edu.in,22-05-2026,Active
237,MBA,mba_placement_support,Prospective Student,MBA,ALL,Is placement assistance available for MBA students?,mba placements; job assistance mba; placement support; campus placement mba,,Placement support availability depends on University policies and departmental initiatives.,Dynamic,MBA Department Notifications,mba@manuu.edu.in,22-05-2026,Active
235,MBA,mba_project_evaluation,Current Student,MBA,ALL,How are MBA projects evaluated?,mba project evaluation; dissertation marks; project viva marks; mba project assessment,,"MBA project evaluation is based on project report, viva voce, and programme regulations.",Static,MBA Evaluation Scheme,mba@manuu.edu.in,22-05-2026,Active
223,MBA,mba_project_format,Current Student,MBA,ALL,Is there a prescribed format for MBA project reports?,mba project format; dissertation format mba; mba report structure; project report guidelines,,"Yes, MBA project reports should follow the format prescribed by the department or programme guidelines.",Static,MBA Project Guidelines,mba@manuu.edu.in,22-05-2026,Active
238,MBA,mba_project_group_work,Current Student,MBA,ALL,Can MBA projects be done in groups?,group project mba; team dissertation; joint project report; group assignment mba,,Group project rules depend on departmental guidelines and programme regulations.,Static,MBA Project Guidelines,mba@manuu.edu.in,22-05-2026,Active
227,MBA,mba_project_plagiarism,Current Student,MBA,ALL,Is plagiarism checked in MBA project reports?,mba plagiarism check; copied project report; project originality; plagiarism rules mba,,"Yes, MBA project reports may be checked for plagiarism and academic integrity.",Static,MBA Project Regulations,mba@manuu.edu.in,22-05-2026,Active
206,MBA,mba_project_requirement,Current Student,MBA,ALL,Is project work compulsory in MBA?,mba project compulsory; mba dissertation; mba project report; mba project mandatory,,"Yes, project work is compulsory in programmes where it is prescribed in the curriculum.",Static,MBA Programme Structure,mba@manuu.edu.in,22-05-2026,Active
207,MBA,mba_project_submission,Current Student,MBA,ALL,When should MBA project reports be submitted?,mba project last date; project submission mba; mba dissertation submission; mba project kab jama,,MBA project submission schedules are notified separately by the University.,Dynamic,MBA Notifications,mba@manuu.edu.in,22-05-2026,Active
232,MBA,mba_project_submission_mode,Current Student,MBA,ALL,Should MBA project reports be submitted online or offline?,mba project online submit; hardcopy project submission; dissertation upload mba; project mode submission,,The mode of MBA project submission is notified by the concerned department or University.,Dynamic,MBA Project Notifications,mba@manuu.edu.in,22-05-2026,Active
224,MBA,mba_project_supervisor,Current Student,MBA,ALL,Will MBA students be assigned project supervisors?,mba guide allotment; project supervisor mba; dissertation guide; mba mentor for project,,Project supervisors may be assigned as per departmental procedures and programme requirements.,Dynamic,MBA Project Guidelines,mba@manuu.edu.in,22-05-2026,Active
219,MBA,mba_project_topic_approval,Current Student,MBA,ALL,Do MBA project topics require approval?,mba project approval; dissertation topic approval; project guide approval; mba topic selection,,MBA project topics may require approval from the concerned department or supervisor.,Static,MBA Project Guidelines,mba@manuu.edu.in,22-05-2026,Active
234,MBA,mba_result_delay,Current Student,MBA,ALL,What should I do if MBA results are delayed?,mba result late; mba marks pending; result delay issue; mba semester result not declared,,Students should regularly check official notifications and contact the Examination Section if required.,Dynamic,Result Notifications,exams@manuu.edu.in,22-05-2026,Active
215,MBA,mba_revaluation,Current Student,MBA,ALL,Can MBA students apply for revaluation?,mba revaluation; mba paper recheck; mba answer sheet verification; mba marks recheck,,"Yes, MBA students may apply for revaluation as per University examination rules.",Dynamic,Revaluation Rules,mba@manuu.edu.in,22-05-2026,Active
230,MBA,mba_semester_system,Prospective Student,MBA,ALL,Is MBA conducted under semester system?,mba semester system; yearly or semester mba; mba sem pattern; mba academic structure,,The MBA programme follows the academic structure mentioned in the Prospectus.,Static,MBA Prospectus,mba@manuu.edu.in,22-05-2026,Active
236,MBA,mba_specialization_change,Current Student,MBA,ALL,Can I change my MBA specialization after admission?,change mba specialization; specialization transfer; hr to finance mba; mba stream change,,Specialization change is subject to programme rules and University approval.,Dynamic,MBA Academic Rules,mba@manuu.edu.in,22-05-2026,Active
201,MBA,mba_specialization_options,Prospective Student,MBA,ALL,What specializations are available in the MBA programme?,mba specializations kya; hr finance marketing mba; mba streams available; mba me kaunse specialization,,The MBA programme offers specializations as mentioned in the current Prospectus.,Static,MBA Prospectus,mba@manuu.edu.in,22-05-2026,Active
226,MBA,mba_study_material,Current Student,MBA,ALL,Will MBA students receive Self Learning Material (SLM)?,mba books milenge kya; mba study material; slm for mba; mba printed books,,"Yes, Self Learning Material is provided as per programme provisions and University policy.",Dynamic,Study Material Section,ismail@manuu.edu.in,22-05-2026,Active
208,MBA,mba_viva_requirement,Current Student,MBA,ALL,Is viva voce compulsory for MBA project work?,mba viva compulsory; project viva mandatory; mba oral exam; mba presentation viva,,"Yes, viva voce may be compulsory for MBA project evaluation as per programme regulations.",Static,MBA Regulations,mba@manuu.edu.in,22-05-2026,Active
209,MBA,mba_working_professionals,Prospective Student,MBA,WORKING PROFESSIONALS,Is MBA suitable for working professionals?,job ke saath mba; working mba students; office ke saath mba; part time mba style,,"Yes, the MBA programme in ODL mode is designed to support working professionals and flexible learners.",Static,MBA Programme Overview,mba@manuu.edu.in,22-05-2026,Active
394,Multilingual Support,caps_lock_queries,All Users,ALL,ALL,Will the chatbot understand questions typed in CAPITAL letters?,caps lock typing; uppercase queries; all caps support; typing style issue,,"Yes, the chatbot can generally understand queries regardless of capitalisation style.",Static,Chatbot Support,info@manuu.edu.in,22-05-2026,Active
396,Multilingual Support,chatbot_availability_time,All Users,ALL,ALL,Is the chatbot available 24/7?,chatbot timing; support available anytime; 24 hour support; chatbot always active,,Chatbot availability depends on system maintenance schedules and support infrastructure.,Dynamic,Chatbot Services,info@manuu.edu.in,22-05-2026,Active
399,Multilingual Support,chatbot_feedback_option,All Users,ALL,ALL,Can I give feedback about chatbot responses?,chatbot feedback; wrong answer report; improve chatbot; feedback support,,Feedback options may be provided to improve chatbot quality and student support.,Dynamic,Chatbot Support,info@manuu.edu.in,22-05-2026,Active
397,Multilingual Support,chatbot_human_support,All Users,ALL,ALL,Can the chatbot connect me to a human support person?,human support; talk to staff; connect support executive; real person support,,The chatbot may provide escalation contacts or direct students to appropriate departments.,Dynamic,Student Support Services,info@manuu.edu.in,22-05-2026,Active
400,Multilingual Support,chatbot_official_information,All Users,ALL,ALL,Does the chatbot provide official University information?,official chatbot answers; university approved responses; authentic information; reliable support,,The chatbot is designed to provide information based on official University data and notifications.,Static,Official Information System,info@manuu.edu.in,22-05-2026,Active
382,Multilingual Support,deccani_query_support,All Users,ALL,ALL,Will the chatbot understand Deccani Urdu questions?,deccani urdu support; hyderabadi urdu; miya style queries; deccani language support,,"The chatbot is designed to support common Urdu, Hindi, English, and Deccani-style student queries.",Static,Student Support Services,info@manuu.edu.in,22-05-2026,Active
395,Multilingual Support,emoji_query_support,All Users,ALL,ALL,Can I use emojis while chatting with the chatbot?,emoji support; smiley in chat; emoji typing; chatbot symbols,,"Basic emoji usage may be understood, but clear text queries are recommended for accurate responses.",Static,Chatbot Usage Guidelines,info@manuu.edu.in,22-05-2026,Active
386,Multilingual Support,english_query_support,All Users,ALL,ALL,Can I ask questions in English?,english support; english queries; ask in english; english chatbot,,"Yes, English-language queries are supported by the chatbot and support services.",Static,Student Support Services,info@manuu.edu.in,22-05-2026,Active
385,Multilingual Support,hindi_query_support,All Users,ALL,ALL,Can I ask questions in Hindi?,hindi support; hindi queries; hindi me sawaal; hindi chatbot,,"Yes, Hindi-language queries are supported for student assistance.",Static,Student Support Services,info@manuu.edu.in,22-05-2026,Active
384,Multilingual Support,mixed_language_queries,All Users,ALL,ALL,Can I ask questions using mixed Urdu and English?,mixed language support; urdu english together; hinglish queries; mixed typing,,"Yes, mixed-language student queries are supported wherever possible.",Static,Chatbot Support,info@manuu.edu.in,22-05-2026,Active
391,Multilingual Support,natural_language_queries,All Users,ALL,ALL,Can I ask questions in normal conversational style?,natural language support; normal conversation; casual questions; chatbot conversation,,"Yes, the chatbot is designed to understand natural student-style questions.",Static,Chatbot Support,info@manuu.edu.in,22-05-2026,Active
393,Multilingual Support,query_without_full_sentence,All Users,ALL,ALL,Can I ask questions without full sentences?,keywords only query; short typing; single word questions; fragmented queries,,"Yes, keyword-based queries are also supported wherever possible.",Static,Chatbot Support,info@manuu.edu.in,22-05-2026,Active
392,Multilingual Support,regional_language_future,All Users,ALL,ALL,Will regional language support be added in future?,telugu support; regional language chatbot; local language support; future languages,,Additional language support may be introduced in future chatbot updates.,Dynamic,Chatbot Development Team,info@manuu.edu.in,22-05-2026,Active
381,Multilingual Support,roman_urdu_queries,All Users,ALL,ALL,Can I ask questions in Roman Urdu?,roman urdu support; urdu english letters; roman me query; hindi urdu typing,,"Yes, students may ask queries in Roman Urdu, Hindi, or English.",Static,Student Support Services,info@manuu.edu.in,22-05-2026,Active
390,Multilingual Support,short_query_support,All Users,ALL,ALL,Can I ask short questions like “hallticket kab”?,short queries; one line question; small query support; quick questions,,"Yes, short and simple queries are supported by the chatbot.",Static,Chatbot Support,info@manuu.edu.in,22-05-2026,Active
389,Multilingual Support,spelling_mistake_tolerance,All Users,ALL,ALL,Will the chatbot understand spelling mistakes in queries?,spelling mistake support; wrong typing; typo queries; galat spelling question,,The chatbot is designed to understand common spelling variations and typing mistakes where possible.,Static,Chatbot Support,info@manuu.edu.in,22-05-2026,Active
398,Multilingual Support,unrecognized_query_handling,All Users,ALL,ALL,What happens if the chatbot does not understand my question?,chatbot not understanding; unknown query; no answer found; chatbot confusion,,"If the chatbot cannot answer a query, students may be directed to official support contacts.",Static,Chatbot Support,info@manuu.edu.in,22-05-2026,Active
387,Multilingual Support,urdu_query_support,All Users,ALL,ALL,Can I ask questions in Urdu script?,urdu script support; urdu typing; ???? ??????; urdu me query,,"Yes, Urdu-script queries are supported wherever applicable.",Static,Student Support Services,info@manuu.edu.in,22-05-2026,Active
383,Multilingual Support,urdu_typing_issue,All Users,ALL,ALL,Can I ask questions without Urdu typing keyboard?,urdu keyboard nahi hai; roman urdu typing; english letters urdu; typing support,,"Yes, students can type queries using Roman Urdu or English letters.",Static,Chatbot Support,info@manuu.edu.in,22-05-2026,Active
388,Multilingual Support,voice_query_future,All Users,ALL,ALL,Will voice-based query support be available in future?,voice chatbot; bolke sawaal; audio query support; voice assistant,,Voice-based support availability depends on future University chatbot development plans.,Dynamic,Chatbot Development Team,info@manuu.edu.in,22-05-2026,Active
18,Programmes,programme_duration,Prospective Student,ALL,ALL,What is the duration of CDOE programmes?,course duration; programme duration; years of study; course kitne saal ka; duration kya hai; programme complete kitne years,,Please refer to the current Prospectus for programme duration details.,Static,Programme Details,admissions@manuu.edu.in,22-05-2026,Active
15,Projects,project_submission_deadline,Current Student,MBA/PG,PROGRAMMES WITH PROJECT COMPONENT,What is the last date for project submission?,project deadline; project last date; submit project; project kab jama karna; project last date kya; project submit karne ki date,,The last date for project submission is mentioned in the Academic Calendar of the current year.,Dynamic,Academic Calendar,projects@manuu.edu.in,22-05-2026,Active
298,Results,certificate_dispatch_delay,Current Student,ALL,ALL,What should I do if my certificate is delayed?,certificate delay; degree not received; marks memo not delivered; dispatch issue,,Students should contact the concerned certification or examination section regarding delays.,Dynamic,Certification Support,exams@manuu.edu.in,22-05-2026,Active
292,Results,cgpa_conversion,Current Student,ALL,ALL,How can I convert CGPA into percentage?,cgpa to percentage; grade conversion; cgpa formula; percentage from cgpa,,CGPA conversion rules are governed by University regulations where applicable.,Static,Evaluation Rules,exams@manuu.edu.in,22-05-2026,Active
282,Results,consolidated_marks_memo,Current Student,ALL,ALL,How can I obtain a consolidated marks memo?,consolidated memo; combined marksheet; all semester memo; consolidated marks card,,Students may apply for consolidated marks memos according to University rules.,Dynamic,Examination Section,exams@manuu.edu.in,22-05-2026,Active
296,Results,convocation_fee,Current Student,ALL,ALL,Is there any fee for convocation or degree certificate?,convocation fee; degree certificate charges; original certificate fee; convocation payment,,Applicable fees for convocation and certificates are notified by the University.,Dynamic,Convocation Notifications,accounts@manuu.edu.in,22-05-2026,Active
295,Results,convocation_registration,Current Student,ALL,ALL,How can I register for convocation?,convocation registration; degree ceremony registration; apply for convocation; convocation form,,Convocation registration details are announced through official University notifications.,Dynamic,Convocation Notifications,exams@manuu.edu.in,22-05-2026,Active
285,Results,date_of_birth_marksheet,Current Student,ALL,ALL,Can I correct my date of birth in marks memo or certificate?,dob correction in certificate; birth date mistake; marksheet dob wrong; certificate correction,,Date of birth correction is subject to verification and University approval.,Dynamic,University Records,exams@manuu.edu.in,22-05-2026,Active
287,Results,digital_marks_memo_download,Current Student,ALL,ALL,Can I download digital copies of marks memos online?,digital marks memo; online marksheet download; pdf memo; marks memo online,,"Yes, digital copies may be downloaded from the student portal or official website where applicable.",Dynamic,SAMARTH Portal,exams@manuu.edu.in,22-05-2026,Active
286,Results,duplicate_degree_certificate,Current Student,ALL,ALL,How can I obtain a duplicate degree certificate?,duplicate degree; original certificate lost; degree duplicate copy; degree kho gaya,,Students may apply for duplicate certificates as per prescribed University procedures.,Dynamic,Certification Section,exams@manuu.edu.in,22-05-2026,Active
284,Results,father_name_correction,Current Student,ALL,ALL,Can I correct my father’s or mother’s name in University records?,parent name correction; father name wrong; mother name correction; certificate details issue,,Correction requests may be processed upon submission of valid documentary proof.,Dynamic,University Records,exams@manuu.edu.in,22-05-2026,Active
300,Results,final_result_completion,Current Student,ALL,ALL,How can I know that I have successfully completed my programme?,programme completed or not; degree complete confirmation; final result status; course completed,,Completion status is confirmed after successful fulfilment of all academic requirements and declaration of final results.,Dynamic,Student Portal,exams@manuu.edu.in,22-05-2026,Active
22,Results,marks_memo_download,Current Student,ALL,ALL,How can I get my marks memo after the declaration of results?,download marks memo; marksheet; result memo; marks memo download; marksheet kidhar milega; result memo kaise download karna,,Marks memos can be downloaded from the University website after the declaration of results.,Dynamic,Result Notification,exams@manuu.edu.in,22-05-2026,Active
283,Results,name_correction_marks_memo,Current Student,ALL,ALL,What should I do if my name is incorrect on the marks memo?,name correction marks memo; marksheet spelling mistake; wrong name in result; certificate correction,,Students should contact the Examination Section with valid supporting documents for correction requests.,Dynamic,Examination Records,exams@manuu.edu.in,22-05-2026,Active
291,Results,percentage_calculation,Current Student,ALL,ALL,How is percentage calculated in final results?,percentage kaise calculate; cgpa percentage; marks percentage; final percentage calculation,,Percentage calculation follows University evaluation rules and programme regulations.,Static,Evaluation Rules,exams@manuu.edu.in,22-05-2026,Active
297,Results,postal_dispatch_certificate,Current Student,ALL,ALL,Will certificates be sent by post?,degree by post; certificate dispatch; marks memo courier; postal delivery,,Certificate dispatch procedures are governed by University policy and notifications.,Dynamic,Certification Section,exams@manuu.edu.in,22-05-2026,Active
281,Results,provisional_certificate_request,Current Student,ALL,ALL,How can I obtain a provisional certificate?,provisional certificate kaise milega; temporary degree certificate; provisional memo; passing certificate,,Students may apply for provisional certificates as per University procedures after successful completion of the programme.,Dynamic,Certification Rules,exams@manuu.edu.in,22-05-2026,Active
299,Results,result_improvement_update,Current Student,ALL,ALL,Will improved marks appear in the final marks memo?,improvement marks update; revised marks memo; updated result; betterment marksheet,,Updated marks are reflected according to University examination rules and approved revisions.,Dynamic,Examination Rules,exams@manuu.edu.in,22-05-2026,Active
289,Results,result_pending_due_to_assignments,Current Student,ALL,ALL,Can results be withheld due to pending assignments?,result pending assignment; assignment not submitted result; internal marks issue; result withheld due to assignment,,"Yes, pending assignments or incomplete academic requirements may affect result processing.",Dynamic,Assignment & Examination Rules,assignments@manuu.edu.in,22-05-2026,Active
290,Results,result_pending_due_to_fee,Current Student,ALL,ALL,Can unpaid fees affect result declaration?,fees pending result; result blocked due to fee; fee dues issue; unpaid fee result hold,,"Yes, pending fee dues may affect release of results or certificates.",Dynamic,Fee Regulations,accounts@manuu.edu.in,22-05-2026,Active
288,Results,result_typographical_error,Current Student,ALL,ALL,What should I do if there is a typographical mistake in my result?,result spelling error; typo in marks memo; marksheet printing mistake; result correction,,Students should immediately contact the Examination Section for corrections.,Dynamic,Examination Records,exams@manuu.edu.in,22-05-2026,Active
293,Results,transcript_request,Current Student,ALL,ALL,How can I apply for official transcripts?,university transcript; official marks transcript; transcript request; academic transcript,,Students may apply for transcripts through the prescribed University procedure.,Dynamic,Certification Section,exams@manuu.edu.in,22-05-2026,Active
294,Results,verification_of_certificate,All Users,ALL,ALL,How can employers or institutions verify MANUU certificates?,certificate verification; degree verification; marksheet authenticity; verify manuu degree,,Certificate verification procedures are handled through the University’s official verification process.,Dynamic,University Verification Cell,exams@manuu.edu.in,22-05-2026,Active
355,Student Support,academic_support_queries,Current Student,ALL,ALL,Whom should I contact for academic doubts or subject-related queries?,subject doubts; academic support; teacher contact; study help,,"Students may contact programme coordinators, faculty, or Learner Support Centres for academic assistance.",Dynamic,Academic Support Services,ssu.dde@manuu.edu.in,22-05-2026,Active
350,Student Support,assignment_submission_receipt,Current Student,ALL,ALL,Should I keep proof of assignment submission?,assignment receipt; submission proof; acknowledgement assignment; assignment evidence,,"Yes, students should keep proof or acknowledgement of assignment submission safely.",Static,Assignment Guidelines,assignments@manuu.edu.in,22-05-2026,Active
348,Student Support,attendance_in_contact_classes,Current Student,ALL,ALL,Is attendance compulsory in counselling/contact classes?,contact class attendance; counselling session compulsory; support class attendance; workshops attendance,,Attendance requirements depend on programme regulations and academic guidelines.,Static,Academic Rules,ssu.dde@manuu.edu.in,22-05-2026,Active
357,Student Support,complaint_status_tracking,Current Student,ALL,ALL,How can I track the status of my complaint or grievance?,grievance status; complaint tracking; support ticket status; complaint update,,Students should use the grievance portal or contact the concerned department for status updates.,Dynamic,Grievance Support,ssu.dde@manuu.edu.in,22-05-2026,Active
347,Student Support,counselling_session_details,Current Student,ALL,ALL,How can I know the schedule of counselling sessions?,counselling classes schedule; support classes timetable; contact programme dates; sessions kab,,Counselling session schedules are notified through Learner Support Centres and official notifications.,Dynamic,Academic Calendar,ssu.dde@manuu.edu.in,22-05-2026,Active
352,Student Support,email_notification_issue,Current Student,ALL,ALL,Why am I not receiving University emails?,email notifications missing; university mail not received; inbox issue; official email problem,,Students should check spam folders and verify their registered email address.,Dynamic,SAMARTH Portal,support@manuu.edu.in,22-05-2026,Active
